Peak	PeakRanges	Gene	rObs	pvalZ
12460	35820	chrX:71366238-71366305	TAF1	0.98319583853849	4.25104396128972e-12
12461	35821	chrX:71533103-71533123	OGT	0.922062215109154	2.40601982781641e-11
12462	35822	chrX:71578410-71580285	OGT	0.168841887944847	0.13197516695647
12463	35825	chrX:71697195-71697196	LINC00891	0.999948983496128	0
12464	35830	chrX:72181675-72181794	PIN4	0.998152023839822	1.49802392712672e-12
12465	35838	chrX:72777607-72777608	FAM226B	0.999862571290494	1.4768286593636e-10
12466	35850	chrX:73563199-73563208	CHIC1	0.999140893312203	3.62777294871108e-08
12467	35851	chrX:73792204-73792205	TSIX	0.976594997305645	1.55929430926127e-05
12468	35853	chrX:73944183-73944342	JPX	0.970827292791838	6.46562803297002e-11
12469	35867	chrX:76173039-76173062	PBDC1	0.996976901690424	4.73471262196767e-11
12470	35873	chrX:77899439-77899485	COX7B	0.992040903660145	3.03006530977257e-08
12471	35874	chrX:77910655-77910740	ATP7A	0.99957921310992	3.0708147136238e-10
12472	35881	chrX:78945331-78945391	P2RY10	0.997880019790026	5.89160942254807e-11
12473	35882	chrX:79144662-79170972	GPR174	0.997484272744117	0.000274610909357542
12474	35888	chrX:81201912-81201913	SH3BGRL	0.0562836498841244	0.448955751271243
12475	35889	chrX:81202101-81202102	SH3BGRL	0.943002306985396	2.63177257764369e-11
12476	35895	chrX:85003876-85046301	APOOL	0.999511864377695	5.55111512312578e-16
12477	35898	chrX:85244031-85244765	ZNF711	1	0
12478	35914	chrX:96684662-96685017	DIAPH2	0.969520097382964	0.00160911932686247
12479	35915	chrX:96883907-96883908	RPA4	1	0
12480	35923	chrX:100820358-100820401	CSTF2	0.999380009683106	3.00968805433399e-10
12481	35935	chrX:101390823-101391202	RPL36A	0.791617210854612	0.00234855383088994
12482	35937	chrX:101408221-101408222	HNRNPH2	0.992064591490137	1.53271920710907e-08
12483	35939	chrX:101550546-101550547	ARMCX1	0.999948983496128	0
12484	35941	chrX:101622796-101623361	ARMCX3	0.996797063380598	2.35700348127921e-12
12485	35957	chrX:102599167-102601137	ARMCX5	0.999739685014462	1.27170946296884e-05
12486	35958	chrX:102599511-102637817	ARMCX5-GPRASP2	0.99957921310992	3.35420580199752e-12
12487	35959	chrX:102651091-102651483	GPRASP1	0.999948983496128	1.41246128793071e-07
12488	35971	chrX:103215107-103215124	BEX4	0.998768817038329	0
12489	35976	chrX:103356488-103356518	TCEAL9	1	0
12490	35977	chrX:103376339-103376916	BEX3	0.99911399050088	4.69635441646687e-12
12491	35982	chrX:103576230-103585563	TCEAL4	0.999380009683106	2.21223325214126e-08
12492	35983	chrX:103607450-103607963	TCEAL3	0.999862571290494	3.61890344580118e-07
12493	35985	chrX:103628703-103628999	TCEAL1	1	0
12494	35987	chrX:103687283-103687284	MORF4L2-AS1	0.999965644593308	0
12495	35998	chrX:104166452-104166453	FAM199X	0.999008034356846	0
12496	36007	chrX:106802672-106802813	TBC1D8B	1	7.66904906246424e-09
12497	36014	chrX:107522449-107522450	FRMPD3	1	0.000143540578803725
12498	36016	chrX:107628423-107628530	PRPS1	0.998155269599786	8.48821013477163e-12
12499	36022	chrX:108044969-108045014	VSIG1	0.999947942424286	1.82025505779393e-11
12500	36024	chrX:108091667-108091778	ATG4A	0.999948983496128	3.71924713249427e-14
12501	36031	chrX:109535780-109537118	NXT2	1	0
12502	36034	chrX:110002634-110003115	TMEM164	0.988155588904012	1.01056079060413e-08
12503	36044	chrX:111681117-111681813	ALG13	0.982139760147962	0
12504	36045	chrX:111711100-111711101	ALG13	0.210281585808476	0.0589846426359146
12505	36059	chrX:115561173-115622060	PLS3	1	1.57018100854778e-07
12506	36068	chrX:118346072-118346143	WDR44	0.989797865587093	2.40918396343659e-14
12507	36069	chrX:118495897-118495909	DOCK11	0.9334338663263	0.00185009936981628
12508	36070	chrX:118727132-118727606	IL13RA1	0.999769524520684	3.73649822194011e-08
12509	36072	chrX:118839538-118845698	LINC01285	0.999948983496128	2.40411024421405e-11
12510	36073	chrX:118974613-118976332	LONRF3	0.999895882138299	7.13342344027534e-06
12511	36076	chrX:119236244-119236285	PGRMC1	0.99957921310992	0
12512	36079	chrX:119399335-119399336	SLC25A43	0.999789628692318	0
12513	36082	chrX:119468443-119468444	SLC25A5	0.986749161418127	8.35512758978751e-09
12514	36084	chrX:119574535-119574748	UBE2A	0.998399920849934	2.0786050403121e-07
12515	36087	chrX:119758587-119758588	SOWAHD	0.99957921310992	1.24436350112944e-10
12516	36092	chrX:119871831-119871832	NDUFA1	0.920991854971493	4.02559160450622e-08
12517	36095	chrX:120036235-120036236	RHOXF1-AS1	0.999739685014462	2.64320464737899e-07
12518	36100	chrX:120250751-120250812	ZBTB33	0.99957921310992	0
12519	36105	chrX:120604100-120604321	MCTS1	0.996568309224609	2.06908934430317e-11
12520	36126	chrX:123184152-123184483	GRIA3	1	5.45634574744547e-07
12521	36128	chrX:123859811-123860272	XIAP	0.995106146559746	0
12522	36130	chrX:123960518-123961739	STAG2	0.935359670692439	0.00145042370657589
12523	36131	chrX:123961340-123961341	STAG2	0.114604610657846	0.206054100252791
12524	36133	chrX:124346343-124346589	SH2D1A	0.999368841811555	1.1873835248366e-12
12525	36144	chrX:129540258-129540275	OCRL	1	7.66904906246424e-09
12526	36148	chrX:129779948-129779949	SASH3	0.985970910955384	0
12527	36149	chrX:129794993-129794994	SASH3	0.114281362860157	0.322806433732388
12528	36151	chrX:129906120-129906164	UTP14A	0.998870188695188	2.24265050974282e-14
12529	36153	chrX:129982609-130005188	BCORL1	0.999948983496128	1.09101616629914e-12
12530	36159	chrX:130339887-130340279	SLC25A14	0.999948983496128	2.85490520113285e-11
12531	36161	chrX:130401986-130402253	RBMX2	0.993276578908602	0
12532	36171	chrX:132023301-132023608	STK26	0.998320737690054	5.58580959264532e-10
12533	36174	chrX:132218208-132218499	RAP2C-AS1	0.999684448572234	1.39300793122743e-09
12534	36184	chrX:134373252-134373373	PHF6	0.995106146559746	1.03750452673523e-10
12535	36185	chrX:134460164-134460165	HPRT1	0.999645766903515	3.00048874635195e-12
12536	36191	chrX:134796394-134807281	FAM122C	0.998105944870907	1.64503966004759e-11
12537	36208	chrX:135344795-135344796	ZNF449	1	7.66904906246424e-09
12538	36210	chrX:135520642-135520659	INTS6L	0.992553609356511	1.84297022087776e-13
12539	36222	chrX:135973840-135985435	SLC9A6	0.998860645806415	0
12540	36224	chrX:136146701-136206102	FHL1	0.99957921310992	0
12541	36228	chrX:136497078-136497592	HTATSF1	0.994922134096264	1.56507564685882e-08
12542	36230	chrX:136639538-136639687	LINC00892	1	0
12543	36231	chrX:136648192-136648227	CD40LG	0.99720217068592	1.64216431564057e-08
12544	36282	chrX:147911950-147912180	FMR1	0.996301855090885	1.42836392609258e-05
12545	36292	chrX:149540629-149545478	CXorf40A	0.999739685014462	1.11022302462516e-16
12546	36305	chrX:149938623-149945976	LINC00894	0.999380100088734	1.05085939949845e-11
12547	36307	chrX:150568618-150568619	MTM1	0.993832477947136	0
12548	36308	chrX:150693373-150693396	MTMR1	0.990322307058821	1.14305231946332e-11
12549	36316	chrX:151396565-151397204	VMA21	0.998318744793232	1.01254116202654e-10
12550	36342	chrX:152830966-152831063	NSDHL	1	0
12551	36343	chrX:152914441-152941701	ZNF185	1	0
12552	36352	chrX:153334146-153334155	ZNF275	0.999862571290494	3.77275236707053e-06
12553	36364	chrX:153724855-153725817	ABCD1	0.999789628692318	1.31631127331389e-07
12554	36368	chrX:153793515-153794674	SSR4	0.930725105632024	1.99205946217473e-05
12555	36379	chrX:153972753-153972754	TMEM187	1	0
12556	36387	chrX:154295794-154305057	TKTL1	0.999948983496128	3.5354633616147e-05
12557	36391	chrX:154379196-154379273	EMD	0.997302619840548	5.41076527471596e-07
12558	36393	chrX:154398815-154398816	EMD	0.272165526975909	0.0168486203632544
12559	36396	chrX:154428478-154428479	EMD	0.164846265109562	0.0843960824725762
12560	36392	chrX:154397153-154398890	RPL10	0.795056573665905	0.145616774658028
12561	36394	chrX:154411538-154420325	TAZ	0.997760355531002	1.67578173559946e-11
12562	36397	chrX:154428676-154430584	ATP6AP1	0.997925739313926	0
12563	36398	chrX:154436912-154437154	GDI1	0.999240574883683	7.11751770521296e-07
12564	36399	chrX:154444140-154444141	FAM50A	0.999220724846998	4.08585317801524e-08
12565	36400	chrX:154458280-154458281	PLXNA3	0.999948983496128	0
12566	36406	chrX:154542243-154547847	IKBKG	0.997783833687202	0
12567	36414	chrX:154762741-154762864	DKC1	0.998320737690054	0
12568	36419	chrX:154886348-154886349	F8A1	0.998318744793232	3.34809957536208e-12
12569	36420	chrX:155026843-155026844	FUNDC2	0.998210157659653	1.02799657675234e-10
12570	36423	chrX:155071419-155071528	BRCC3	0.996551407284447	0
12571	36424	chrX:155197006-155216460	VBP1	0.995636569492272	0
12572	36432	chrX:155466539-155466540	TMLHE-AS1	0.999281367212273	0
12573	36436	chrX:155881344-155881378	VAMP7	0.998005538794121	6.34974300917079e-08
12574	35294	chrX:318818-318819	GTPBP6	0.993605216016691	1.58206781009085e-13
12575	35296	chrX:386906-386907	PPP2R3B	0.999739685014462	0
12576	35304	chrX:1392112-1392113	SLC25A6	0.94000087371764	1.17149023262098e-05
12577	35307	chrX:1452908-1453762	ASMTL	0.997472703000539	2.22044604925031e-16
12578	35314	chrX:2500554-2500976	ZBED1	0.998538010914117	1.18906278157027e-08
12579	35315	chrX:2500975-2500976	DHRSX	0.991633612440597	5.43676215158939e-13
12580	35322	chrX:2929338-2929339	ARSD	1	1.55431223447522e-15
12581	35329	chrX:3713648-3713649	PRKX	0.978002892639277	5.42232925226926e-13
12582	35337	chrX:7148124-7148190	PUDP	0.985186280754215	2.40049933930564e-07
12583	35339	chrX:7927412-7927739	PNPLA4	0.999948983496128	2.41658225652586e-08
12584	35381	chrX:13734574-13734635	TRAPPC2	0.998378775440999	1.01834096710718e-11
12585	35386	chrX:14029891-14029893	GEMIN8	0.999140893312203	0
12586	35388	chrX:14873061-14873069	FANCB	0.999948983496128	4.05540651060576e-08
12587	35392	chrX:15335428-15335580	PIGA	0.998615324666175	0
12588	35395	chrX:15493332-15493564	PIR	1	0
12589	35400	chrX:15787588-15787589	INE2	1	0
12590	35402	chrX:15854754-15854931	AP1S2	0.993534516407884	2.67651456553608e-11
12591	35407	chrX:16712216-16712936	CTPS2	0.99957921310992	0
12592	35410	chrX:16869885-16870414	RBBP7	0.991082339807069	0
12593	35416	chrX:17860706-17861337	RAI2	1	0.000143540578803725
12594	35425	chrX:18984113-18984114	PHKA2	0.997761260031843	9.43689570931383e-14
12595	35427	chrX:19082742-19122637	ADGRG2	1	0
12596	35432	chrX:20116631-20116907	MAP7D2	0.999453070008175	7.30438021179225e-09
12597	35434	chrX:20141825-20141838	EIF1AX	0.968186824228049	2.58308929801387e-11
12598	35435	chrX:20218958-20267519	RPS6KA3	0.940375440050745	0
12599	35455	chrX:23743249-23766475	ACOT9	0.993909447796446	4.88498130835069e-15
12600	35459	chrX:23907937-23907938	APOO	0.999862571290494	5.19305642932011e-09
12601	35460	chrX:24027185-24027186	KLHL15	0.999579235251937	0
12602	35463	chrX:24149653-24149654	ZFX-AS1	0.999948983496128	1.04276587364893e-11
12603	35489	chrX:30577765-30577766	CXorf21	0.996865603604526	5.06392705545977e-11
12604	35496	chrX:30859719-30975084	TAB3	0.996729713923382	3.63042929052426e-14
12605	35516	chrX:37847407-37847571	DYNLT3	0.999158448371174	3.72928982139697e-08
12606	35523	chrX:38327508-38327544	RPGR	0.995565559368818	0
12607	35537	chrX:40077956-40177329	BCOR	0.996797063380598	9.92550042155926e-10
12608	35542	chrX:40647520-40647561	CXorf38	0.995372938605957	0
12609	35544	chrX:40735541-40735542	MED14	0.995567931704976	0
12610	35565	chrX:44542858-44542859	FUNDC1	0.999862571290494	0
12611	35578	chrX:46544610-46545441	ZNF674	1	1.83017558785803e-06
12612	35581	chrX:46759054-46759118	SLC9A7	0.999380009683106	2.5305122795638e-05
12613	35586	chrX:47145037-47145504	NDUFB11	0.974504510559879	0
12614	35594	chrX:47482584-47482946	ZNF41	0.999463167930436	1.17806875366e-11
12615	35599	chrX:47629964-47630305	CFP	0.99342633997903	7.15416614838205e-12
12616	35600	chrX:47650487-47650591	ELK1	1	3.94553159033251e-08
12617	35602	chrX:47659160-47659180	UXT	0.981716239470779	3.38712295766541e-07
12618	35604	chrX:48003954-48003978	ZNF182	0.999948983496128	1.18834857865124e-06
12619	35607	chrX:48061804-48071658	ZNF630	0.999965644593308	0
12620	35633	chrX:48835609-48835610	PCSK1N	1	0
12621	35635	chrX:48897761-48898143	TIMM17B	0.999240574883683	0
12622	35637	chrX:48919023-48919024	PIM2	0.993768559609411	5.93602944576332e-12
12623	35638	chrX:48957598-48958386	OTUD5	0.98361915892583	2.22044604925031e-16
12624	35640	chrX:49002233-49002264	GRIPAP1	0.994200783691106	5.69689819984731e-07
12625	35641	chrX:49043356-49043357	TFE3	0.999140893312203	0
12626	35643	chrX:49073988-49074002	PRAF2	0.999862571290494	5.10702591327572e-15
12627	35644	chrX:49079866-49101121	WDR45	0.997302619840548	6.57211910115585e-07
12628	35645	chrX:49123734-49123735	GPKOW	0.99957921310992	0
12629	35648	chrX:49184788-49186373	PRICKLE3	0.999948983496128	6.95582099696779e-08
12630	35678	chrX:50470824-50470825	DGKK	1	6.66133814775094e-16
12631	35681	chrX:51109522-51224432	LINC01284	0.999739685014462	5.37921929222307e-10
12632	35711	chrX:52958413-52995472	FAM156A	1	5.45634574744547e-07
12633	35717	chrX:53225175-53225422	KDM5C	0.996994907676017	0
12634	35718	chrX:53281534-53321350	IQSEC2	0.999948983496128	8.68860539071648e-13
12635	35719	chrX:53422727-53422728	SMC1A	0.99239649664058	5.5078164251654e-13
12636	35722	chrX:53434349-53434373	HSD17B10	0.998271823965539	5.7141260167981e-08
12637	35723	chrX:53654106-53686719	HUWE1	0.966767575447652	0
12638	35724	chrX:54043193-54045249	PHF8	0.994919777192357	0
12639	35725	chrX:54183253-54183281	FAM120C	0.999240574883683	1.11910480882216e-13
12640	35728	chrX:54496233-54496234	FGD1	1	0
12641	35738	chrX:55161101-55161310	FAM104B	0.999862571290494	5.65103519534205e-14
12642	35739	chrX:55182441-55182442	MTRNR2L10	1	0
12643	35743	chrX:55489201-55489202	USP51	1	0
12644	35752	chrX:56995425-56995827	SPIN3	0.999862571290494	4.90310803069605e-09
12645	35762	chrX:63351331-63351332	SPIN4	1	0
12646	35763	chrX:63560914-63561095	LINC01278	0.994202422936887	2.16715534406831e-13
12647	35765	chrX:63754683-63785558	ARHGEF9	0.996070614089355	0
12648	35769	chrX:64395451-64395452	MTMR8	0.999380009683106	5.55111512312578e-16
12649	35770	chrX:64976449-65034713	ZC4H2	0.999123234255915	3.21520587931445e-13
12650	35772	chrX:65534753-65534756	LAS1L	0.999645766903515	0
12651	35781	chrX:68433494-68433495	OPHN1	0.999894819878752	3.31454175217516e-09
12652	35785	chrX:69163544-69165793	PJA1	1	7.66904906246424e-09
12653	35801	chrX:70289944-70289979	PDZD11	0.999862571290494	2.16549000953137e-12
12654	35809	chrX:71068333-71073426	SNX12	0.999948983496128	0
12655	35811	chrX:71106739-71106740	CXorf65	1	0
12656	35812	chrX:71111447-71111631	IL2RG	0.940080813418014	7.43573510741946e-06
12657	35817	chrX:71254128-71255146	ZMYM3	0.999380009683106	6.83558353697933e-07
12658	35823	chrX:71618509-71618511	CXCR3	0.999140893312203	0.0791828545935956
12659	35831	chrX:72239026-72239027	ERCC6L	0.999862571290494	1.24106623866638e-08
12660	35832	chrX:72277247-72277248	RPS4X	0.867671088451928	0.435104322086269
12661	35833	chrX:72305913-72307187	CITED1	1	0
12662	35834	chrX:72572809-72573101	HDAC8	0.993252882261232	0
12663	35836	chrX:72714180-72714319	PHKA1	0.999948983496128	0
12664	35848	chrX:73214850-73214851	NAP1L2	0.999862571290494	6.49977849320749e-11
12665	35852	chrX:73826300-73852723	XIST	0.876798857756832	0.058850942797411
12666	35860	chrX:74614616-74614624	RLIM	0.988859163725919	0
12667	35862	chrX:75156271-75156286	ABCB7	0.991408203565494	2.44249065417534e-13
12668	35864	chrX:75523036-75523502	ZDHHC15	1	0
12669	35871	chrX:77786215-77786216	ATRX	0.91426044995123	5.72307312651787e-10
12670	35872	chrX:77895430-77895593	MAGT1	0.988438862027971	8.41476236779215e-06
12671	35877	chrX:78139649-78139650	TAF9B	0.999862571290494	0
12672	35878	chrX:78327610-78327691	CYSLTR1	0.998670654114877	2.17103002242425e-11
12673	35883	chrX:79367333-79367552	ITM2A	0.993392648283541	0
12674	35886	chrX:80809876-80809877	BRWD3	0.987332959857061	0
12675	35893	chrX:84186140-84188199	RPS6KA6	1	0
12676	35894	chrX:84502452-84502453	HDX	0.999291549503282	2.95498048252796e-09
12677	35900	chrX:86047538-86047558	CHM	0.994927501977586	2.20904405878741e-11
12678	35916	chrX:97564504-97642589	DIAPH2-AS1	0.999894823419015	7.58652141108485e-10
12679	35922	chrX:100731509-100732121	SYTL4	1	0
12680	35927	chrX:101052053-101052116	TRMT2B	0.996510999316259	3.48548834239182e-09
12681	35933	chrX:101348741-101348742	TIMM8A	0.999739685014462	0
12682	35934	chrX:101375283-101390796	BTK	0.992317003065307	1.37439726266564e-10
12683	35936	chrX:101407911-101407925	GLA	0.9994631448585	0
12684	35940	chrX:101617999-101618001	ARMCX6	0.999862571290494	2.79452599327712e-05
12685	35945	chrX:101658648-101659850	ARMCX2	1	7.22039941047914e-06
12686	35947	chrX:101918632-101932079	ZMAT1	0.998428660743972	7.14245924737789e-06
12687	35951	chrX:102155789-102155977	BEX5	0.999739685014462	1.4477308241112e-13
12688	35972	chrX:103255154-103255185	TCEAL8	0.999158448371174	4.66293670342566e-15
12689	35974	chrX:103310954-103311046	BEX2	0.996222093407735	0
12690	35986	chrX:103676930-103688158	MORF4L2	0.984610749569288	6.91247059592115e-12
12691	35997	chrX:104157008-104157009	SLC25A53	0.996746705346335	0
12692	36010	chrX:107000077-107000212	MORC4	0.999948983496128	2.89748230963838e-08
12693	36011	chrX:107118799-107118804	RBM41	0.996793148530458	0
12694	36017	chrX:107716544-107777078	TSC22D3	0.90828487470161	0.000141680655066478
12695	36023	chrX:108091519-108091542	PSMD10	0.999948983496128	7.68751573509974e-09
12696	36033	chrX:109733197-109733403	ACSL4	0.993767452533778	1.11022302462516e-16
12697	36047	chrX:112082775-112082776	TRPC5	1	0
12698	36050	chrX:112822535-112840815	AMOT	0.999948983496128	5.06305576986055e-06
12699	36083	chrX:119565372-119565408	CXorf56	0.999862571290494	4.11115586018695e-13
12700	36085	chrX:119593149-119606443	NKRF	0.999380009683106	2.21933582622569e-13
12701	36088	chrX:119791629-119791630	RPL39	0.789757504022942	0.150101383240243
12702	36089	chrX:119791970-119791971	RPL39	0.173187762846455	0.0366930947629116
12703	36090	chrX:119852970-119852998	UPF3B	0.994425015626002	0
12704	36091	chrX:119871732-119871733	RNF113A	0.997742748629553	0
12705	36094	chrX:119943750-119943751	NKAP	0.992907394199102	6.22391027604863e-12
12706	36103	chrX:120469305-120469365	LAMP2	0.998056585759673	0
12707	36104	chrX:120560699-120575794	CUL4B	0.995520775409228	2.71595826939475e-08
12708	36106	chrX:120629994-120630054	C1GALT1C1	0.998860645806415	0
12709	36143	chrX:129523404-129523500	SMARCA1	1	0
12710	36154	chrX:130081431-130110716	ELF4	0.997286494811515	2.46511366874813e-10
12711	36155	chrX:130138039-130165887	AIFM1	0.997112919043013	4.92261786888548e-12
12712	36157	chrX:130171961-130171962	AIFM1	0.293581788772516	0.0184194072944094
12713	36158	chrX:130268898-130268899	ZNF280C	0.998589391713345	1.11022302462516e-16
12714	36170	chrX:131785261-131830643	FIRRE	1	5.45634574744547e-07
12715	36173	chrX:132218123-132219480	RAP2C	0.998806452770124	0
12716	36175	chrX:132413574-132489968	MBNL3	0.993092785971454	0
12717	36190	chrX:134796273-134797232	FAM122B	0.998099382291629	4.5298184214726e-07
12718	36192	chrX:134899533-134915257	MOSPD1	0.999948983496128	1.5153446275562e-09
12719	36205	chrX:135296032-135344109	ZNF75D	0.997313845813116	0
12720	36223	chrX:135974062-135974063	MMGT1	0.999739685014462	0
12721	36225	chrX:136251370-136256482	MAP7D3	0.999677921511856	1.37157840640612e-10
12722	36232	chrX:136767342-136780932	ARHGEF6	0.979415314654064	0
